CODIGO,ATIVIDADE,ESCORE,RACIONAL
2431800,PRODUCAO DE TUBOS DE ACO COM COSTURA,10,Risco remoto de envolvimento com atividades ilIcitas
2439300,PRODUCAO DE OUTROS TUBOS DE FERRO E ACO,10,Risco remoto de envolvimento com atividades ilIcitas
2441500,METALURGIA DO ALUMINIO E SUAS LIGAS,10,Risco remoto de envolvimento com atividades ilIcitas
2441501,PRODUCAO DE ALUMINIO E SUAS LIGAS EM FORMAS PRIMARIAS,10,Risco remoto de envolvimento com atividades ilIcitas
2441502,PRODUCAO DE LAMINADOS DE ALUMINIO,10,Risco remoto de envolvimento com atividades ilIcitas
2442300,METALURGIA DOS METAIS PRECIOSOS,10,Risco remoto de envolvimento com atividades ilIcitas
2443100,METALURGIA DO COBRE,10,Risco remoto de envolvimento com atividades ilIcitas
2449100,METALURGIA METAIS NAO-FERROSOS SUAS LIGAS NAO ESPECI ANTERIOR,10,Risco remoto de envolvimento com atividades ilIcitas
2449101,PRODUCAO DE ZINCO EM FORMAS PRIMARIAS,10,Risco remoto de envolvimento com atividades ilIcitas
2449102,PRODUCAO DE LAMINADOS DE ZINCO,10,Risco remoto de envolvimento com atividades ilIcitas
2449103,PRODUCAO DE SOLDAS E ANODOS PARA GALVANOPLASTIA,10,Risco remoto de envolvimento com atividades ilIcitas
2449199,METALURGIA METAIS NAO-FERROSOS SUAS LIGAS NAO ESPECI ANTERIOR,10,Risco remoto de envolvimento com atividades ilIcitas
2451200,FUNDICAO DE FERRO E ACO,10,Risco remoto de envolvimento com atividades ilIcitas
2452100,FUNDICAO DE METAIS NAO-FERROSOS E SUAS LIGAS,10,Risco remoto de envolvimento com atividades ilIcitas
2511000,FABRICACAO DE ESTRUTURAS METALICAS,10,Risco remoto de envolvimento com atividades ilIcitas
2512800,FABRICACAO DE ESQUADRIAS DE METAL,10,Risco remoto de envolvimento com atividades ilIcitas
2513600,FABRICACAO DE OBRAS DE CALDEIRARIA PESADA,10,Risco remoto de envolvimento com atividades ilIcitas
2521700,FAB TANQUES RESERVATORIOS MET E CALDEIRAS P/AQUECIMENTO CENTRAL,10,Risco remoto de envolvimento com atividades ilIcitas
2522500,FAB CALDEIRAS GERA VAPOR EXC P/AQUECIMENTO CENTRAL E P/VEICULOS,10,Risco remoto de envolvimento com atividades ilIcitas
2531400,PRODUCAO FORJADOS DE ACO E DE METAIS NAO-FERROSOS E SUAS LIGAS,10,Risco remoto de envolvimento com atividades ilIcitas
2531401,PRODUCAO DE FORJADOS DE ACO,10,Risco remoto de envolvimento com atividades ilIcitas
2531402,PRODUCAO DE FORJADOS DE METAIS NAO-FERROSOS E SUAS LIGAS,10,Risco remoto de envolvimento com atividades ilIcitas
2532200,PRODUCAO DE ARTEFATOS ESTAMPADOS DE METAL; METALURGIA DO PO,10,Risco remoto de envolvimento com atividades ilIcitas
2532201,PRODUCAO DE ARTEFATOS ESTAMPADOS DE METAL,10,Risco remoto de envolvimento com atividades ilIcitas
2532202,METALURGIA DO PO,10,Risco remoto de envolvimento com atividades ilIcitas
2539000,"SERVICOS DE USINAGEM, SOLDA, TRATAMENTO E REVESTIMENTO EM METAIS",10,Risco remoto de envolvimento com atividades ilIcitas
2539001,"SERVICOS DE USINAGEM, TORNEARIA E SOLDA",10,Risco remoto de envolvimento com atividades ilIcitas
2539002,SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS,10,Risco remoto de envolvimento com atividades ilIcitas
2541100,FABRICACAO DE ARTIGOS DE CUTELARIA,10,Risco remoto de envolvimento com atividades ilIcitas
2542000,"FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS",10,Risco remoto de envolvimento com atividades ilIcitas
2543800,FABRICACAO DE FERRAMENTAS,10,Risco remoto de envolvimento com atividades ilIcitas
2550100,"FABRICACAO DE EQUIPAMENTO BELICO PESADO, ARMAS DE FOGO E MUNICAO",100,Diretriz Bacen
2550101,FAB EQUIPAMENTO BELICO PESADO EXC VEICULOS MILITARES DE COMBATE,100,Diretriz Bacen
2550102,FABRICACAO DE ARMAS DE FOGO E MUNICOES,100,Diretriz Bacen
2591800,FABRICACAO DE EMBALAGENS METALICAS,10,Risco remoto de envolvimento com atividades ilIcitas
2592600,FABRICACAO DE PRODUTOS DE TREFILADOS DE METAL,10,Risco remoto de envolvimento com atividades ilIcitas
2592601,FABRICACAO DE PRODUTOS DE TREFILADOS DE METAL PADRONIZADOS,10,Risco remoto de envolvimento com atividades ilIcitas
2592602,"FABRICACAO PRODUTOS DE TREFILADOS DE METAL, EXCETO PADRONIZADOS",10,Risco remoto de envolvimento com atividades ilIcitas
2593400,FABRICACAO DE ARTIGOS DE METAL PARA USO DOMESTICO E PESSOAL,10,Risco remoto de envolvimento com atividades ilIcitas
2599300,FABRICACAO DE PRODUTOS DE METAL NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2599301,SERVICOS DE CONFECCAO DE ARMACOES METALICAS PARA A CONSTRUCAO,10,Risco remoto de envolvimento com atividades ilIcitas
2599399,FABRICACAO DE PRODUTOS DE METAL NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2610800,FABRICACAO DE COMPONENTES ELETRONICOS,10,Risco remoto de envolvimento com atividades ilIcitas
2621300,FABRICACAO DE EQUIPAMENTOS DE INFORMATICA,10,Risco remoto de envolvimento com atividades ilIcitas
2622100,FABRICACAO DE PERIFERICOS PARA EQUIPAMENTOS DE INFORMATICA,10,Risco remoto de envolvimento com atividades ilIcitas
2631100,"FAB EQUIPAMENTOS TRANSMISSORES DE COMUNICACAO, PECAS E ACESSORIO",10,Risco remoto de envolvimento com atividades ilIcitas
2632900,FAB APARELHOS TELEFONICOS E OUT EQUIP COMUNICACAO PECA ACESSORIO,10,Risco remoto de envolvimento com atividades ilIcitas
2640000,FAB APARELHOS RECEPCAO REPRODUCAO GRAV AMPLIF DE AUDIO E VIDEO,10,Risco remoto de envolvimento com atividades ilIcitas
2651500,FAB DE APARELHOS E EQUIPAMENTOS DE MEDIDA TESTE E CONTROLE,10,Risco remoto de envolvimento com atividades ilIcitas
2652300,FABRICACAO DE CRONOMETROS E RELOGIOS,10,Risco remoto de envolvimento com atividades ilIcitas
2660400,FAB APARELHO ELETROMEDICO E ELETROTERAPEUTICO EQ DE IRRADIACAO,10,Risco remoto de envolvimento com atividades ilIcitas
2670100,FAB EQUIPAMENTOS INSTRUMENTOS OPTICOS FOTO E CINEMATOGRAFICOS,10,Risco remoto de envolvimento com atividades ilIcitas
2670101,"FAB DE EQUIPAMENTOS E INSTRUMENTOS OPTICOS, PECAS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2670102,"FAB APARELHO FOTOGRAFICO E CINEMATOGRAFICO, PECA E ACESSORIO",10,Risco remoto de envolvimento com atividades ilIcitas
2680900,"FABRICACAO DE MIDIAS VIRGENS, MAGNETICAS E OPTICAS",10,Risco remoto de envolvimento com atividades ilIcitas
2710400,"FABRICACAO DE GERADORES, TRANSFORMADORES E MOTORES ELETRICOS",10,Risco remoto de envolvimento com atividades ilIcitas
2710401,"FABRICACAO DE GERADORES DE CORRENTE CONTINUA E ALTERNADA, PECAS E",10,Risco remoto de envolvimento com atividades ilIcitas
2710402,FAB TRANSFORMA INDUTOR CONVERSOR SINCRONIZADOR SEMELH PECA ACESS,10,Risco remoto de envolvimento com atividades ilIcitas
2710403,"FABRICACAO DE MOTORES ELETRICOS, PECAS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2721000,FAB PILHAS BATERIAS ACUMULADORES ELETRI EXC P/VEICULO AUTOMOTOR,10,Risco remoto de envolvimento com atividades ilIcitas
2722800,FABRICACAO DE BATERIAS E ACUMULADORES PARA VEICULOS AUTOMOTORES,10,Risco remoto de envolvimento com atividades ilIcitas
2722801,FABRICACAO DE BATERIAS E ACUMULADORES PARA VEICULOS AUTOMOTORES,10,Risco remoto de envolvimento com atividades ilIcitas
2722802,RECONDICIONAMENTO DE BATERIAS ACUMULADORES P/VEICULO AUTOMOTOR,10,Risco remoto de envolvimento com atividades ilIcitas
2731700,FAB APARELHOS EQUIP P/DISTRIBUICAO CONTROLE DE ENERGIA ELETRICA,10,Risco remoto de envolvimento com atividades ilIcitas
2732500,FAB MATERIAL ELETRICO PARA INSTALACOES EM CIRCUITO DE CONSUMO,10,Risco remoto de envolvimento com atividades ilIcitas
2733300,"FABRICACAO DE FIOS, CABOS E CONDUTORES ELETRICOS ISOLADOS",10,Risco remoto de envolvimento com atividades ilIcitas
2740600,FABRICACAO DE LAMPADAS E OUTROS EQUIPAMENTOS DE ILUMINACAO,10,Risco remoto de envolvimento com atividades ilIcitas
2740601,FABRICACAO DE LAMPADAS,10,Risco remoto de envolvimento com atividades ilIcitas
2740602,FABRICACAO DE LUMINARIAS E OUTROS EQUIPAMENTOS DE ILUMINACAO,10,Risco remoto de envolvimento com atividades ilIcitas
2751100,FAB FOGAO REFRIGERA MAQ LAVAR SECAR P/USO DOMESTICO PECA ACESS,10,Risco remoto de envolvimento com atividades ilIcitas
2759700,FAB APARELHOS ELETRODOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2759701,"FAB DE APARELHOS ELETRICOS DE USO PESSOAL, PECAS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2759799,FAB APARELHOS ELETRODOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2790200,FAB EQUIP E APARELHOS ELETRICOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2790201,FAB ELETRODO CONTATO ART CARVAO GRAFITA USO ELET ELTRIMA ISOLA,10,Risco remoto de envolvimento com atividades ilIcitas
2790202,FABRICACAO DE EQUIPAMENTOS PARA SINALIZACAO E ALARME,10,Risco remoto de envolvimento com atividades ilIcitas
2790299,FAB EQUIP E APARELHOS ELETRICOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2811900,FAB MOTOR TURBINA PECA ACESSORIO EXC P/AVIAO VEICULO RODOVIARIO,10,Risco remoto de envolvimento com atividades ilIcitas
2812700,FAB EQ HIDRAULICO PNEUMATICO PECA E ACESSORIO EXCETO VALVULAS,10,Risco remoto de envolvimento com atividades ilIcitas
2813500,FAB VALVULA REGISTRO DISPOSITIVO SEMELHANTE PECA E ACESSORIO,10,Risco remoto de envolvimento com atividades ilIcitas
2814300,FABRICACAO DE COMPRESSORES,10,Risco remoto de envolvimento com atividades ilIcitas
2814301,"FABRICACAO DE COMPRESSORES PARA USO INDUSTRIAL, PECA E ACESSORIO",10,Risco remoto de envolvimento com atividades ilIcitas
2814302,"FAB COMPRESSORES PARA USO NAO-INDUSTRIAL, PECAS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2815100,FABRICACAO DE EQUIPAMENTOS DE TRANSMISSAO PARA FINS INDUSTRIAIS,10,Risco remoto de envolvimento com atividades ilIcitas
2815101,FABRICACAO DE ROLAMENTOS PARA FINS INDUSTRIAIS,10,Risco remoto de envolvimento com atividades ilIcitas
2815102,"FAB EQUIP DE TRANSMISSAO PARA FINS INDUSTRIAIS, EXCETO ROLAMENTO",10,Risco remoto de envolvimento com atividades ilIcitas
2821600,FABRICACAO DE APARELHOS E EQUIPAMENTOS PARA INSTALACOES TERMICAS,10,Risco remoto de envolvimento com atividades ilIcitas
2821601,FAB FORNO INDAL AP EQ NAO-ELETRICO P/INSTALACAO TERM PEC ACES,10,Risco remoto de envolvimento com atividades ilIcitas
2821602,FAB FORNO INDAL AP EQ ELETRICO P/INSTALACAO TERM PEC ACES,10,Risco remoto de envolvimento com atividades ilIcitas
2822400,FAB MAQ EQ APARELHOS P/TRANSP E ELEVACAO DE CARGAS E PESSOAS,10,Risco remoto de envolvimento com atividades ilIcitas
2822401,FAB MAQ EQUIP APARELHOS P/TRANSP ELEVACAO PESSOAS PECA ACESSORIO,10,Risco remoto de envolvimento com atividades ilIcitas
2822402,FAB MAQ EQUIP APARELHOS P/TRANSP ELEVACAO CARGAS PECA ACESSORIO,10,Risco remoto de envolvimento com atividades ilIcitas
2823200,FAB MAQ APARELHO REFRIG VENTIL P/USO INDAL E COMAL PECA ACESS,10,Risco remoto de envolvimento com atividades ilIcitas
2824100,FABRICACAO DE APARELHOS E EQUIPAMENTOS DE AR CONDICIONADO,10,Risco remoto de envolvimento com atividades ilIcitas
2824101,FAB APARELHOS EQUIP DE AR CONDICIONADO PARA USO INDUSTRIAL,10,Risco remoto de envolvimento com atividades ilIcitas
2824102,FAB APARELHOS EQUIP DE AR CONDICIONADO PARA USO NAO-INDUSTRIAL,10,Risco remoto de envolvimento com atividades ilIcitas
2825900,FAB MAQ EQ PARA SANEAMENTO BASICO E AMBIENTAL PECAS E ACESSORIOS,10,Risco remoto de envolvimento com atividades ilIcitas
2829100,FAB MAQ EQ DE USO GERAL NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2829101,FAB MAQ ESCREVER CALC OUT EQ NAO-ELETRONICO P/ESCRI PECA ACESS,10,Risco remoto de envolvimento com atividades ilIcitas
2829199,FAB OUTRAS MAQ EQ DE USO GERAL NAO ESPECI ANTERIOR PECA ACESS,10,Risco remoto de envolvimento com atividades ilIcitas
2831300,"FABRICACAO DE TRATORES AGRICOLAS, PECAS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2832100,"FAB EQUIPAMENTOS PARA IRRIGACAO AGRICOLA, PECAS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2833000,FAB MAQ EQ P/AGRIC E PECUARIA PECA ACESS EXCETO PARA IRRIGACAO,10,Risco remoto de envolvimento com atividades ilIcitas
2840200,"FABRICACAO DE MAQUINAS-FERRAMENTA, PECAS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2851800,FAB MAQUINAS EQ P/PROSPECCAO EXTRACAO DE PETROLEO PECA E ACESS,10,Risco remoto de envolvimento com atividades ilIcitas
2852600,FAB OUT MAQ EQ USO NA EXTRACAO MINERAL PECA ACESS EXC EXTRA PETR,10,Risco remoto de envolvimento com atividades ilIcitas
2853400,"FABRICACAO DE TRATORES, PECAS E ACESSORIOS, EXCETO AGRICOLAS",10,Risco remoto de envolvimento com atividades ilIcitas
2854200,FAB MAQ EQUIP TERRAPLEN PAVIMENT CONST PECA ACESS EXC TRATORES,10,Risco remoto de envolvimento com atividades ilIcitas
2861500,FAB MAQ INDUSTRIA METALURGICA PECA ACESS EXC MAQUINAS-FERRAMENTA,10,Risco remoto de envolvimento com atividades ilIcitas
2862300,FAB MAQ EQ INDUSTRIA ALIMENTOS BEBIDAS E FUMO PECAS E ACESSORIOS,10,Risco remoto de envolvimento com atividades ilIcitas
2863100,"FAB MAQ EQUIPAMENTOS PARA A INDUSTRIA TEXTIL, PECAS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2864000,"FAB MAQ EQ IND VESTUARIO COURO E CALCADOS, PECAS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2865800,FAB MAQ EQ IND CELULOSE PAPEL PAPELAO ARTEFATOS PECA ACESS,10,Risco remoto de envolvimento com atividades ilIcitas
2866600,"FAB MAQ EQUIP PARA A INDUSTRIA DO PLASTICO, PECAS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2869100,FAB MAQ EQUIP USO INDAL ESPEC NAO ESPECI ANTERIOR PECA ACESS,10,Risco remoto de envolvimento com atividades ilIcitas
2910700,"FABRICACAO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2910701,"FABRICACAO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2910702,FAB DE CHASSIS COM MOTOR PARA AUTOMOVEL CAMIONETA E UTILITARIO,10,Risco remoto de envolvimento com atividades ilIcitas
2910703,"FABRICACAO DE MOTORES PARA AUTOMOVEIS, CAMIONETAS E UTILITARIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2920400,FABRICACAO DE CAMINHOES E ONIBUS,10,Risco remoto de envolvimento com atividades ilIcitas
2920401,FABRICACAO DE CAMINHOES E ONIBUS,10,Risco remoto de envolvimento com atividades ilIcitas
2920402,FABRICACAO DE MOTORES PARA CAMINHOES E ONIBUS,10,Risco remoto de envolvimento com atividades ilIcitas
2930100,"FAB DE CABINES, CARROCERIAS E REBOQUES PARA VEICULOS AUTOMOTORES",10,Risco remoto de envolvimento com atividades ilIcitas
2930101,"FABRICACAO DE CABINES, CARROCERIAS E REBOQUES PARA CAMINHOES",10,Risco remoto de envolvimento com atividades ilIcitas
2930102,FABRICACAO DE CARROCERIAS PARA ONIBUS,10,Risco remoto de envolvimento com atividades ilIcitas
2930103,FAB CAB CARROC REBOQUE P/OUT VEICULOS AUTOMOTORES EXC CAMINH BUS,10,Risco remoto de envolvimento com atividades ilIcitas
2941700,FAB PECAS E ACESSORIOS P/O SISTEMA MOTOR DE VEICULOS AUTOMOTORES,10,Risco remoto de envolvimento com atividades ilIcitas
2942500,FAB PECA ACESS P/SIST DE MARCHA E TRANSMISSAO VEICULO AUTOMOTOR,10,Risco remoto de envolvimento com atividades ilIcitas
2943300,FAB PECA ACESSORIO P/O SISTEMA DE FREIOS DE VEICULOS AUTOMOTORES,10,Risco remoto de envolvimento com atividades ilIcitas
2944100,FAB PECA ACESSORIO P/SIST DIRECAO SUSPENSAO VEICULOS AUTOMOTORES,10,Risco remoto de envolvimento com atividades ilIcitas
2945000,FAB MATERIAL ELETRICO ELETRONICO P/VEICULO AUTOMOTOR EXC BATERIA,10,Risco remoto de envolvimento com atividades ilIcitas
2949200,FAB PECA ACESSORIO P/VEICULO AUTOMOTOR NAO ESPECI ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2949201,FABRICACAO DE BANCOS E ESTOFADOS PARA VEICULOS AUTOMOTORES,10,Risco remoto de envolvimento com atividades ilIcitas
2949299,FAB OUTRAS PECAS ACESS P/VEIC AUTOMOTORES NAO ESPECI ANTERIOR,10,Risco remoto de envolvimento com atividades ilIcitas
2950600,RECONDICIONAMENTO E RECUPERACAO MOTORES P/VEICULOS AUTOMOTORES,10,Risco remoto de envolvimento com atividades ilIcitas
3011300,CONSTRUCAO DE EMBARCACOES E ESTRUTURAS FLUTUANTES,100,ComErcio de bens de luxo ou de alto valor
3011301,CONSTRUCAO DE EMBARCACOES DE GRANDE PORTE,100,ComErcio de bens de luxo ou de alto valor
3011302,CONSTRUCAO EMBARCACAO USO COMERCIAL E P/USO ESPECIAL EXC GDE PTE,100,ComErcio de bens de luxo ou de alto valor
3012100,CONSTRUCAO DE EMBARCACOES PARA ESPORTE E LAZER,100,ComErcio de bens de luxo ou de alto valor
3031800,"FABRICACAO DE LOCOMOTIVAS, VAGOES E OUTROS MATERIAIS RODANTES",80,Alto risco de envolvimento com corrupCAo em contratos pUblicos
3032600,FABRICACAO DE PECAS E ACESSORIOS PARA VEICULOS FERROVIARIOS,80,Alto risco de envolvimento com corrupCAo em contratos pUblicos
3041500,FABRICACAO DE AERONAVES,100,ComErcio de bens de luxo ou de alto valor
3042300,FAB TURBINAS MOTORES E OUTROS COMPONENTES E PECAS PARA AERONAVES,10,Risco remoto de envolvimento com atividades ilIcitas
3050400,FABRICACAO DE VEICULOS MILITARES DE COMBATE,100,Diretriz Bacen
3091100,"FABRICACAO DE MOTOCICLETAS, PECAS E ACESSORIOS",100,ComErcio de bens de luxo ou de alto valor
3092000,"FAB BICICLETAS E TRICICLOS NAO-MOTORIZADOS, PECAS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
3099700,FAB EQUIPAMENTOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
3101200,FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA,10,Risco remoto de envolvimento com atividades ilIcitas
3102100,FABRICACAO DE MOVEIS COM PREDOMINANCIA DE METAL,10,Risco remoto de envolvimento com atividades ilIcitas
3103900,"FABRICACAO DE MOVEIS DE OUTROS MATERIAIS, EXCETO MADEIRA E METAL",10,Risco remoto de envolvimento com atividades ilIcitas
3104700,FABRICACAO DE COLCHOES,10,Risco remoto de envolvimento com atividades ilIcitas
3211600,LAPIDACAO DE GEMAS E FAB ARTEFATOS DE OURIVESARIA E JOALHERIA,100,ComErcio de bens de luxo ou de alto valor
3211601,LAPIDACAO DE GEMAS,100,ComErcio de bens de luxo ou de alto valor
3211602,FABRICACAO DE ARTEFATOS DE JOALHERIA E OURIVESARIA,100,ComErcio de bens de luxo ou de alto valor
3211603,CUNHAGEM DE MOEDAS E MEDALHAS,10,Risco remoto de envolvimento com atividades ilIcitas
3212400,FABRICACAO DE BIJUTERIAS E ARTEFATOS SEMELHANTES,10,Risco remoto de envolvimento com atividades ilIcitas
3220500,"FABRICACAO DE INSTRUMENTOS MUSICAIS, PECAS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
3230200,FABRICACAO DE ARTEFATOS PARA PESCA E ESPORTE,10,Risco remoto de envolvimento com atividades ilIcitas
3240000,FABRICACAO DE BRINQUEDOS E JOGOS RECREATIVOS,10,Risco remoto de envolvimento com atividades ilIcitas
3240001,FABRICACAO DE JOGOS ELETRONICOS,10,Risco remoto de envolvimento com atividades ilIcitas
3240002,FAB MESAS DE BILHAR SINUCA E ACESSORIOS NAO ASSOCIADA A LOCACAO,10,Risco remoto de envolvimento com atividades ilIcitas
3240003,"FAB MESAS DE BILHAR, DE SINUCA E ACESSORIOS ASSOCIADA A LOCACAO",10,Risco remoto de envolvimento com atividades ilIcitas
3240099,FAB OUTROS BRINQUEDOS E JOGOS RECREAT NAO ESPECI ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
3250700,FAB INSTRUMENTOS E MATERIAIS P/MEDICO ODONTOLOGICO E ART OPTICOS,50,Risco de envolvimento com corrupCAo em contratos pUblicos
3250701,FAB INSTRU NAO-ELETRON UTENSILIOS P/MEDICO CIRURG ODONTO LABORAT,50,Risco de envolvimento com corrupCAo em contratos pUblicos
3250702,"FAB MOBILIARIO P/MEDICO CIRURGICO, ODONTOLOGICO E DE LABORATORIO",50,Risco de envolvimento com corrupCAo em contratos pUblicos
3250703,FAB AP UTENSI CORRECAO DEF FIS AP ORTOPE EM GERAL SOB ENCOMENDA,50,Risco de envolvimento com corrupCAo em contratos pUblicos
3250704,FAB AP UTENSI CORRECAO DEF FIS AP ORTOPE EM GERAL EXC SOB ENCOM,50,Risco de envolvimento com corrupCAo em contratos pUblicos
3250705,FABRICACAO DE MATERIAIS PARA MEDICINA E ODONTOLOGIA,50,Risco de envolvimento com corrupCAo em contratos pUblicos
3250706,SERVICOS DE PROTESE DENTARIA,10,Risco remoto de envolvimento com atividades ilIcitas
3250707,FABRICACAO DE ARTIGOS OPTICOS,10,Risco remoto de envolvimento com atividades ilIcitas
3250708,FAB ARTEFATO DE TECIDO NAO TECIDO P/USO ODONTO-MEDICO-HOSPITALAR,10,Risco remoto de envolvimento com atividades ilIcitas
3291400,"FABRICACAO DE ESCOVAS, PINCEIS E VASSOURAS",10,Risco remoto de envolvimento com atividades ilIcitas
3292200,FAB EQUIP ACESS PARA SEGURANCA E PROTECAO PESSOAL E PROFISSIONAL,10,Risco remoto de envolvimento com atividades ilIcitas
3292201,FABRICACAO ROUPAS DE PROTECAO E SEGURANCA E RESISTENTES A FOGO,10,Risco remoto de envolvimento com atividades ilIcitas
3292202,FAB EQUIPAMENTOS ACESSORIOS P/SEGURANCA PESSOAL E PROFISSIONAL,10,Risco remoto de envolvimento com atividades ilIcitas
3299000,FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
3299001,FABRICACAO DE GUARDA-CHUVAS E SIMILARES,10,Risco remoto de envolvimento com atividades ilIcitas
3299002,"FABRICACAO DE CANETAS, LAPIS E OUTROS ARTIGOS PARA ESCRITORIO",10,Risco remoto de envolvimento com atividades ilIcitas
3299003,FAB LETRAS LETREIROS PLACAS DE QUALQUER MATERIAL EXC LUMINOSOS,10,Risco remoto de envolvimento com atividades ilIcitas
3299004,FABRICACAO DE PAINEIS E LETREIROS LUMINOSOS,10,Risco remoto de envolvimento com atividades ilIcitas
3299005,FABRICACAO DE AVIAMENTOS PARA COSTURA,10,Risco remoto de envolvimento com atividades ilIcitas
3299099,FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
3311200,MANUTENCAO REPARACAO TANQUES RESERVAT METAL CALDEIRA EXC P/ VEIC,10,Risco remoto de envolvimento com atividades ilIcitas
3312100,MANUTENCAO E REPARACAO DE EQUIPAMENTOS ELETRONICOS E OPTICOS,10,Risco remoto de envolvimento com atividades ilIcitas
3312101,MANUTENCAO REPARACAO EQUIPAMENTOS TRANSMISSORES DE COMUNICACAO,10,Risco remoto de envolvimento com atividades ilIcitas
3312102,MANUTENCAO REPARACAO APARELHOS INSTRUMENTOS MEDIDA TSTE CONTROLE,10,Risco remoto de envolvimento com atividades ilIcitas
3312103,MANUT REPARA APAR ELETROMEDICOS ELETROTERAPEU EQ DE IRRADIACAO,10,Risco remoto de envolvimento com atividades ilIcitas
3312104,MANUTENCAO E REPARACAO DE EQUIPAMENTOS E INSTRUMENTOS OPTICOS,10,Risco remoto de envolvimento com atividades ilIcitas
3313900,MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS ELETRICOS,10,Risco remoto de envolvimento com atividades ilIcitas
3313901,MANUTENCAO E REPARACAO GERADOR TRANSFORMADOR MOTORES ELETRICOS,10,Risco remoto de envolvimento com atividades ilIcitas
3313902,MANUTENCAO REPARACAO BATERIA ACUMULADOR ELETR EXC PARA VEICULOS,10,Risco remoto de envolvimento com atividades ilIcitas
3313999,MANUTENCAO REPARACAO MAQ APAR MAT ELETR NAO ESPECI ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
3314700,MANUTENCAO REPARACAO MAQUINAS EQUIPAMENTOS DA INDUSTRIA MECANICA,10,Risco remoto de envolvimento com atividades ilIcitas
3314701,MANUTENCAO E REPARACAO DE MAQUINAS MOTRIZES NAO-ELETRICAS,10,Risco remoto de envolvimento com atividades ilIcitas
3314702,MANUTENCAO REPARACAO EQUIP HIDRAULICOS PNEUMATICOS EXC VALVULAS,10,Risco remoto de envolvimento com atividades ilIcitas
3314703,MANUTENCAO E REPARACAO DE VALVULAS INDUSTRIAIS,10,Risco remoto de envolvimento com atividades ilIcitas
3314704,MANUTENCAO E REPARACAO DE COMPRESSORES,10,Risco remoto de envolvimento com atividades ilIcitas
3314705,MANUTENCAO REPARACAO EQUIPAMENTOS TRANSMISSAO P/FINS INDUSTRIAIS,10,Risco remoto de envolvimento com atividades ilIcitas
3314706,MANUTENCAO REPARACAO MAQ APARELHOS EQUIP P/INSTALACOES TERMICAS,10,Risco remoto de envolvimento com atividades ilIcitas
3314707,MANUTENCAO REPARACAO MAQ APAR REFRIG VENT P/USO INDAL E COMAL,10,Risco remoto de envolvimento com atividades ilIcitas
3314708,MANUTENCAO REPARACAO MAQ EQUIP APAR P/TRANSP ELEV DE CARGAS,10,Risco remoto de envolvimento com atividades ilIcitas
3314709,MANUTENCAO REPARACAO MAQ ESC CALC OUT EQUIP NAO-ELETRON P/ESCRIT,10,Risco remoto de envolvimento com atividades ilIcitas
